id,release_year,release_quarter,split_pre_release_effective,is_model_split,popularity,meanScore,popularity_quarter_pct,popularity_quarter_bucket,title_romaji,title_english,description,coverImage_extraLarge,coverImage_large,coverImage_medium,bannerImage,trailer_id,trailer_site,trailer_thumbnail,has_text_description,has_cover_image,has_banner_image,has_trailer
104427,1988,,holdout_unknown,False,460.0,40,,,Akuma no Kairozu,Devil's circuit,"A film in which the one 60-story skyscraper that soars in the spaces between roofs spins with incredible speed. I centered the circumference with its 400 or 500 meter radius on the skyscraper and divided it into 48 sections, then took photographs from those spots and shot the photographs frame by frame.
<br><br>
(Source: Official Site)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b104427-n5KxwTOesfBD.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b104427-n5KxwTOesfBD.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b104427-n5KxwTOesfBD.jpg,,,,,True,True,False,False
104951,1988,2.0,train,True,200.0,37,0.2291666666666666,cold_0_25,CLASSICAL SEX-ZONE,,Features erotic moments from the wars of the Heike and the Geiji clans.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n104951-9Kwrkfcr7bHO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n104951-9Kwrkfcr7bHO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n104951-9Kwrkfcr7bHO.jpg,,,,,True,True,False,False
104952,1989,2.0,train,True,192.0,33,0.2549019607843137,warm_25_50,Manga Edo Erobanashi,,"Several tales of old-time Tokyo from well known directors, mainly concentrating on the courtesans of the Yoshiwara and prostitutes in pre-modern Shinjuku but also on the merchants and the impoverished samurai class of the period, with star-crossed lovers, chirpy artisans, and human-interest stories.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n104952-fyI1nR92HhO8.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n104952-fyI1nR92HhO8.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n104952-fyI1nR92HhO8.jpg,,,,,True,True,False,False
105182,1987,,holdout_unknown,False,666.0,51,,,Mugen Senshi Valis,,"On or around the release of the first game in the series on the Famicom, a 3-minute promotional anime was created to advertise the game. More than a commercial, less than a special, the piece tells a highly abbreviated version of the game's story (spoiling its biggest twist!).",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n105182-ZYaWy6UzjhsJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n105182-ZYaWy6UzjhsJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n105182-ZYaWy6UzjhsJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n105182-0CugjBno9iOt.jpg,,,,True,True,True,False
105196,1990,1.0,train,True,635.0,46,0.5,warm_25_50,Kimama ni Idol,,"Three girls want to be idols, but it's a tough road. Based on a manga in Comic Burger by Kenichi Koya.<br>
<br>
(Source: aniSearch)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n105196-p3QDg0iRxBWv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n105196-p3QDg0iRxBWv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n105196-p3QDg0iRxBWv.jpg,,,,,True,True,False,False
106168,1990,4.0,train,True,119.0,41,0.1578947368421052,cold_0_25,Mama no Earring,,A little girl adores her mother's earrings.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n106168-BX1Pt5VbzUeH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n106168-BX1Pt5VbzUeH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n106168-BX1Pt5VbzUeH.jpg,,,,,True,True,False,False
106924,1988,2.0,train,True,84.0,49,0.0625,cold_0_25,Alice no Kisetsu,,"An animated music video for Chikaco Sawada's song Alice no Kisetsu, animated by Tsutomu Shibayama.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx106924-q6uFH1zFqcIf.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx106924-q6uFH1zFqcIf.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx106924-q6uFH1zFqcIf.png,,,,,True,True,False,False
107618,1988,3.0,train,True,380.0,56,0.2413793103448276,cold_0_25,Hare Tokidoki Buta,"Fair, then Partly Piggy","Noriyasu seems like an average third-grader, but his life goes haywire after he catches his mother reading his private daily journal. In an effort to astonish her, he begins writing outlandish lies about a giant snake in the bathroom, cooking pencils for dinner, and a rain of pigs, but Noriyasu is the one who's shocked when his writings play out in reality and everyone else treats the events as normal. Things become even more chaotic when he takes several stabs at being a newspaperman, producing “fake news” that become the talk of the town and one resulting in an apocalyptic porcine holiday.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx107618-cQxY3RGeFj5k.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107618-cQxY3RGeFj5k.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx107618-cQxY3RGeFj5k.png,,,,,True,True,False,False
108054,1990,4.0,train,True,649.0,53,0.5789473684210527,hot_50_75,Fukuyama Gekijou: Natsu no Himitsu,,Fukuyama Gekijou is an anthology of short stories and animated music videos. It uses a framing device of a mouse family looking at bedtime stories to prepare for sleep.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108054-aByfBoKqAKni.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108054-aByfBoKqAKni.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108054-aByfBoKqAKni.png,,,,,True,True,False,False
110381,1989,,holdout_unknown,False,257.0,41,,,Mimizu Monogatari,,Short film by Kurosaka Keita.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx110381-5eBYSUwfI6Ug.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110381-5eBYSUwfI6Ug.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx110381-5eBYSUwfI6Ug.jpg,,,,,True,True,False,False
110466,1990,1.0,train,True,191.0,44,0.1875,cold_0_25,Goro-chan,,A music video for the song by supepe that was featured on Fuji TV's Hirake! Ponkikki program.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx110466-10nHk4zzY4cd.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110466-10nHk4zzY4cd.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx110466-10nHk4zzY4cd.jpg,,,,,True,True,False,False
111030,1986,2.0,train,True,250.0,39,0.2558139534883721,warm_25_50,Tansui,FreshWater,A film by Yamamura Koji.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx111030-tTtAxAwO0cEg.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx111030-tTtAxAwO0cEg.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx111030-tTtAxAwO0cEg.png,,YxoqxO6jy_c,youtube,https://i.ytimg.com/vi/YxoqxO6jy_c/hqdefault.jpg,True,True,False,True
113137,1986,1.0,train,True,151.0,39,0.2352941176470588,cold_0_25,Geba Geba Shou Time!,,"An OVA starring ""GebaGeba Ojiisan"", who was the star character of an animated segment created by Renzo Kinoshita on the variety show ""Koizumi x Maebue Geba Geba 90-minutes!"" from 1969. Many of the tapes for this variety show were destroyed at the time, including these animated segments.
Renzo Kinoshita produced this OVA, creating a completely new collection of short gags, in order to restore these segments of the GebaGeba program.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113137-EvDEXFMdk8vg.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113137-EvDEXFMdk8vg.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b113137-EvDEXFMdk8vg.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/113137-FY1DHilQhc66.jpg,,,,True,True,True,False
113332,1988,,holdout_unknown,False,248.0,47,,,SONODA Video: Spring / Summer / Fall / Winter,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113332-91yoq6TpTXvz.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113332-91yoq6TpTXvz.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b113332-91yoq6TpTXvz.jpg,,KDLmEF-7vyo,youtube,https://i.ytimg.com/vi/KDLmEF-7vyo/hqdefault.jpg,False,True,False,True
113333,1989,,holdout_unknown,False,151.0,49,,,Meow no Hoshi,,"Story about a girl and her cat Meow.

Note: Produced by Yoyogi Animation School and created entirely by its students from various departments, most likely not for commercial purposes. ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113333-paGuV71jge4I.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113333-paGuV71jge4I.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b113333-paGuV71jge4I.jpg,,,,,True,True,False,False
113656,1987,2.0,train,True,428.0,68,0.3809523809523809,warm_25_50,Takarajima (Movie),Treasure Island: The Movie,A 88-minute theatrical recut of the original Takarajima TV series.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113656-BIYQSph8n6Ra.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113656-BIYQSph8n6Ra.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b113656-BIYQSph8n6Ra.jpg,,,,,True,True,False,False
114056,1987,4.0,train,True,1639.0,56,0.7272727272727273,hot_50_75,The Flying Luna Clipper,,"A trip on a chartered plane with a number of other thrill-seekers (most of whom are anthropomorphic fruits and vegetables) and hop from island to island, each of which offer their own unique visual delights.
<br><br>
(Source: IMDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114056-haqH6wk4dutM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114056-haqH6wk4dutM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b114056-haqH6wk4dutM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/114056-KWU3bcOx82o3.jpg,,,,True,True,True,False
115355,1986,3.0,train,True,123.0,37,0.1,cold_0_25,Futari wa 80-sai,,"A music video for the song ""Futari wa 80-sai"" by Atomu Shimojou and Fusako Amachi. Aired as part of NHK's Minna no Uta program.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b115355-ssMHtizhdkBE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b115355-ssMHtizhdkBE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b115355-ssMHtizhdkBE.jpg,,,,,True,True,False,False
115401,1988,1.0,train,True,173.0,50,0.1428571428571428,cold_0_25,Otanjoubi Omedetou,,Music video for the song <i>Otanjoubi Omedetou</i> by Megumi Shiina that was featured on NHK's Minna no Uta program. The video was animated by Seiichi Hayashi.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115401-fUfcw8lXfCEs.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115401-fUfcw8lXfCEs.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115401-fUfcw8lXfCEs.png,,,,,True,True,False,False
116155,1986,2.0,train,True,155.0,46,0.1744186046511628,cold_0_25,Shooting Hero,,"A music video for the song ""Shooting Hero"" by Duke Aces. Aired as part of NHK's Minna no Uta program from April to May 1986.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx116155-KE93bgYKLlnJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116155-KE93bgYKLlnJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx116155-KE93bgYKLlnJ.png,,,,,True,True,False,False
116162,1989,4.0,train,True,96.0,40,0.1304347826086956,cold_0_25,Senaka de Twist,,A Minna no Uta music video sung by George Tokoro and animated by Tameo Kohanawa.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116162-by8fKliN5agL.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116162-by8fKliN5agL.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b116162-by8fKliN5agL.jpg,,,,,True,True,False,False
116782,1989,,holdout_unknown,False,135.0,45,,,Doko kara Kita no,,Music video for the song Doko kara Kita no by Yuka Kamebuchi that was featured on Fuji TV's Hirake! Ponkikki program. The video was animated by Kouji Nanke.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116782-LfMXWEz0W0Iz.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116782-LfMXWEz0W0Iz.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b116782-LfMXWEz0W0Iz.jpg,,,,,True,True,False,False
116900,1987,4.0,train,True,127.0,43,0.1818181818181818,cold_0_25,Ha Ji Me Te,,Music video for the song Ha Ji Me Te by Kyouko Koizumi that was featured on NHK's Minna no Uta program. The video was animated by Kouji Nanke.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116900-GAm9Ojbo2kDp.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116900-GAm9Ojbo2kDp.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b116900-GAm9Ojbo2kDp.jpg,,,,,True,True,False,False
118051,1986,3.0,train,True,165.0,45,0.125,cold_0_25,Shippo no Kimochi,,Two anthropomorphic cats fall in love. The girl especially loves his fluffy soft tail.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118051-m5lepJC04frZ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118051-m5lepJC04frZ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b118051-m5lepJC04frZ.jpg,,,,,True,True,False,False
118075,1988,3.0,train,True,392.0,55,0.3103448275862069,warm_25_50,Gensei Shugoshin P-hyoro Ikka,,"Based on Kaori Kimeki's fantasy manga serialized in ""Princess"" magazine.<br>
<br>
<i>Note: The first episode was released theatrically on July 9, 1988 together with the digest edition of the Aim for the Ace 2 OVA series. The full series was released on VHS on September 1, 1988.</i>",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118075-lydG80Fdwg0Y.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118075-lydG80Fdwg0Y.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b118075-lydG80Fdwg0Y.png,,,,,True,True,False,False
118080,1990,2.0,train,True,381.0,54,0.4464285714285714,warm_25_50,"Little Polar Bear: Shirokuma-kun, Doko e?",,Based on the childrens' book Little Polar Bear by Dutch author Hans de Beer.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118080-wkE9gBkGNxkE.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118080-wkE9gBkGNxkE.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b118080-wkE9gBkGNxkE.png,,,,,True,True,False,False
119345,1990,1.0,train,True,300.0,57,0.34375,warm_25_50,Warau Salesman Specials,,"Specials of <i>Warau Salesman</i> broadcast intermittently during the main show in half-hour time slots, not included in the episode count of the series.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119345-lTZyLgABOtjW.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119345-lTZyLgABOtjW.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119345-lTZyLgABOtjW.jpg,,,,,True,True,False,False
119815,1990,2.0,train,True,131.0,41,0.2321428571428571,cold_0_25,Obatalian,,"""The pejorative word obatalian is a pun between the Japanese word obaasan (old lady) and the English word battalion. Obatalian are known to always enter a train running as fast as they can, bumping others people in order to catch a free seat before the others. They haggle things that aren't normally haggled like grocery store produce. They are fearless and pitiless, just like a battalion of barbarians. This anime is follows 6 stories of one such Obatalian and her wake of destruction.""
<br><br>
(Source: Kabuki21)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119815-HU9MNFAaya8y.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119815-HU9MNFAaya8y.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119815-HU9MNFAaya8y.jpg,,,,,True,True,False,False
120264,1987,4.0,train,True,274.0,46,0.2636363636363636,warm_25_50,Boku no Oldies wa All Color,,"A minimalist adaptation of Seizou Watase's manga of the same name. It contains 5 stories of slow paced vignettes of romance whose only dialogue lies within the ""oldies"" being played as background music.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120264-yWCKePrDo2Bo.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120264-yWCKePrDo2Bo.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120264-yWCKePrDo2Bo.jpg,,,,,True,True,False,False
120873,1990,4.0,train,True,270.0,63,0.2631578947368421,warm_25_50,Sanchoume no Yuuhi,,"The anime is set in postwar Japan between 1955 and 1964 and focuses on stories illustrating the humour and pathos of ordinary life in Japan of that era, mainly about the residents of the fictional Tokyo neighbourhood called San Choume (Third District).",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120873-G6kZIVlClsrM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120873-G6kZIVlClsrM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120873-G6kZIVlClsrM.jpg,,,,,True,True,False,False
