id,title_romaji,title_english,title_native,description,voice_actor_names,format,episodes,duration,meanScore,popularity,source,countryOfOrigin,isAdult,startDate_month,startDate_day,genres,studios,is_sequel,has_sequel,prequel_count,prequel_popularity_mean,prequel_meanScore_mean,release_year,release_quarter
10934,Itsuka Tenma no Kuro Usagi OVA,A Dark Rabbit has Seven Lives OVA,いつか天魔の黒ウサギ OVA,"According to the official website, an OVA of Itsuka Tenma no Kuro Usagi was announced to be bundled with the ninth volume of the novel. <br><br>
An animated crossover between Itsu-Ten and The Legend of the Legendary Heroes (Densetsu no Yuusha no Densetsu or DenYuuDen) fantasy story.",Megumi Takamoto|Jun Fukuyama|Ayahi Takagaki|Shinnosuke Tachibana|Iori Nomizu|Yuuichi Nakamura|Mina  Kasai|Chika Horikawa|Junichi Suwabe|Nobuhiko Okamoto|Kenichi Suzumura,OVA,1.0,25.0,64,4262.0,LIGHT_NOVEL,JP,False,12.0,5.0,"[""Comedy"", ""Ecchi"", ""Romance"", ""Supernatural""]","[{""id"": 12439, ""isMain"": true, ""node"": {""id"": 218, ""name"": ""ZEXCS"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,1
10935,Hourou Musuko Specials,Wandering Son Specials,放浪息子,The full versions of episodes 10 and 11 that were previously edited together into episode 10 of the TV series.,Kousuke Hatakeyama|Asami Seto|Yuuka Nanri|Saeko Chiba|Nana Mizuki|Keiji Fujiwara|Takako Honda|Yuuichi Iguchi|Ai Takabe|Yoshino Nanjou|Kaoru Mizuhara|Yui Horie|Yoshitsugu Matsuoka|Takayuki Kondou|Aki Toyosaki|Hiroyuki Yoshino|Kazuya Nakai|Sayaka Oohara,SPECIAL,2.0,23.0,75,3578.0,MANGA,JP,False,8.0,24.0,"[""Drama"", ""Slice of Life""]","[{""id"": 12440, ""isMain"": false, ""node"": {""id"": 17, ""name"": ""Aniplex"", ""isAnimationStudio"": false}}, {""id"": 12441, ""isMain"": true, ""node"": {""id"": 48, ""name"": ""AIC"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10938,Innocent: Shoujo Memoria,Innocent: Shoujo Memoria,イノセント～少女メモリア～,* Based on the manga by Akatsuki Myuuto.,,OVA,1.0,12.0,53,893.0,MANGA,JP,True,7.0,5.0,"[""Hentai""]","[{""id"": 12445, ""isMain"": false, ""node"": {""id"": 45, ""name"": ""Pink Pineapple"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10941,Mushi no Tameiki,Mushi no Tameiki,蟲の溜息,"Kousuke Sugimoto animates Handsome Kenya's song ""Mushi no Tameiki"" (Insect's Sigh).",,MUSIC,1.0,3.0,51,318.0,UNKNOWN_SOURCE,JP,False,7.0,10.0,[],[],False,False,0,0.0,0.0,2011,3
10945,Maria†Holic Alive Dai 1-shou C part,Maria†Holic Alive Dai 1-shou C part,まりあ†ほりっく あらいぶ 第1章Cパート,An unaired scene (C part) from the first episode.,,SPECIAL,1.0,2.0,65,1372.0,UNKNOWN_SOURCE,JP,False,7.0,27.0,"[""Comedy"", ""Romance""]","[{""id"": 12448, ""isMain"": true, ""node"": {""id"": 44, ""name"": ""Shaft"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10950,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,Ghost in the Shell: Stand Alone Complex: Solid State Society 3D: Tachikomatic Days,攻殻機動隊 S.A.C. Solid State Society 3D タチコマな日々,Three new 3D Tachikomatic shorts released with the 3D version of Ghost in the Shell: Stand Alone Complex - Solid State Society on blu-ray and also in a BD-box with all the Tachikoma shorts.,Sakiko Tamagawa,SPECIAL,3.0,4.0,59,1381.0,UNKNOWN_SOURCE,JP,False,7.0,22.0,"[""Comedy"", ""Mecha"", ""Sci-Fi""]","[{""id"": 12454, ""isMain"": false, ""node"": {""id"": 10, ""name"": ""Production I.G"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10954,Toei Robot Girls,Toei Robot Girls,東映ロボットガールズ,"A pilot film streamed on the anime studio Toei Animation's website. The female leads in the film are dressed as various famous robots in Toei's anime catalog - the girls are personifications of robots in the Gaiking (""Gai-chan""), Magnerobo Ga-Keen (""Gacky""), and Superhuman Combat Team Baratack (""Bara-tan"") and the newly added character is from the anime Planet Robot Danguard Ace.
<br><br>
(Source: Anime News Network)",Chiharu Kitaoka|Ayumi Tsuji|Satomi Satou|Kaori Takaoka,ONA,1.0,2.0,50,1022.0,UNKNOWN_SOURCE,JP,False,7.0,2.0,"[""Mecha"", ""Sci-Fi""]","[{""id"": 12456, ""isMain"": false, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10958,HIGH SCORE,HIGH SCORE,HIGH SCORE,"A school comedy with violent and blue jokes. Fujiwara Megumi is a beautiful high school girl but has a selfish and violent character. She has a boyfriend named Matsumoto Masamune, but she often goes around with other boys, who end up as victims due to her selfish behavior.",Katsuyuki Konishi|Ikumi Hayama|Yuu Kobayashi|Eri Kitamura|Aya Endou|Yuuki Ono|Takahiro Sakurai|Tetsuya Kakihara|Daichuu Mizushima|Shinya Takahashi|Taishi Murata|Ayuru Oohashi|Mika Kanai,TV_SHORT,8.0,3.0,49,2521.0,MANGA,JP,False,11.0,28.0,"[""Comedy"", ""Romance"", ""Slice of Life""]","[{""id"": 12457, ""isMain"": true, ""node"": {""id"": 276, ""name"": ""DLE"", ""isAnimationStudio"": true}}, {""id"": 26293, ""isMain"": false, ""node"": {""id"": 91, ""name"": ""feel."", ""isAnimationStudio"": true}}, {""id"": 26294, ""isMain"": false, ""node"": {""id"": 6570, ""name"": ""Shueisha"", ""isAnimationStudio"": false}}, {""id"": 26297, ""isMain"": false, ""node"": {""id"": 6755, ""name"": ""Sound Team Don Juan"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,4
10995,Ganbare!! Nattou-san,Ganbare!! Nattou-san,頑張れ!!納父さん,,,TV_SHORT,4.0,5.0,51,126.0,UNKNOWN_SOURCE,JP,False,7.0,2.0,"[""Comedy""]","[{""id"": 26067, ""isMain"": true, ""node"": {""id"": 432, ""name"": ""Kachidoki Studio"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,3
10997,Fujilog 2nd Season,Fujilog 2nd Season,フジログ 第2シーズン,"More about the hapless life of Osamu Fujiyama, 33 years old and NEET (Not in Education, Employment or Training).",,TV_SHORT,13.0,4.0,43,179.0,UNKNOWN_SOURCE,JP,False,10.0,2.0,"[""Comedy""]",[],True,False,1,267.0,44.0,2011,4
10999,Inazuma Eleven GO: Kyuukyoku no Kizuna Gryphon,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,劇場版イナズマイレブンGO 究極の絆 グリフォン,"The Raimon team has been invited by Fifth Sector strangely to a soccer camp. When they agree, things go out of hand since it was revealed that Fifth Sector wants to eliminate them once and for all in the island called God Eden. Now, the Raimon team needs to train harder, to be able to show that they have the strength to fight back and prove Fifth Sector's doings wrong.
<br><br>
(Source: Inazuma Eleven Wikia)",Junko Takeuchi|Hirofumi Nojima|Hiroyuki Yoshino|Mamoru Miyano|Yuka Nishigaki|Megumi Tano|Yuzuru Fujimoto|Hinako Sasaki|Fumiko Orikasa|Yuuki Kaji|Yuka Terasaki|Takashi Oohara|Mitsuki Saiga|Yuu Kobayashi|Tooru Nara|Jun Konno|Do-Hyeong Nam|Ayahi Takagaki|Kensuke Satou|Haruka Tomatsu|Mina  Kasai|Sayaka Kitahara|Chiaki Yurin|Gou Shinomiya,MOVIE,1.0,90.0,73,6389.0,VIDEO_GAME,JP,False,12.0,23.0,"[""Sports"", ""Supernatural""]","[{""id"": 12467, ""isMain"": true, ""node"": {""id"": 28, ""name"": ""OLM"", ""isAnimationStudio"": true}}, {""id"": 26713, ""isMain"": false, ""node"": {""id"": 327, ""name"": ""Takara Tomy"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,4
11017,Battle Spirits: Heroes,Battle Spirits: Heroes,バトルスピリッツ 覇王（ヒーローズ）,"An anime project adapted from an original trading card game, in which cards represent dragons, demons, birds, insects, and other spirits that the players can control in battles.",Mana Hirata|Jun Fukuyama|Saki Fujita|Wataru Hatano|Reiko Takagi|Mikako Takahashi|Fumie Mizusawa|Kenichirou Matsuda|Mika Matsuoka|Tadashi Mutou|Junko Hagimori|Masahito Yabe|Mie Sonozaki|Taiten Kusunoki|Mamiko Noto|Nobunaga Shimazaki|Yui Kano|Yukiyo Fujii|Keiko Zaitsu,TV,50.0,24.0,65,847.0,OTHER,JP,False,9.0,18.0,"[""Action""]","[{""id"": 12480, ""isMain"": true, ""node"": {""id"": 14, ""name"": ""Sunrise"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
11031,Vampire,Vampires,ヴァンパイア,"Based on H-game: Kyonyuu Majo produced by Waffle.<br><br>
Yuuto Akiyama, a butler with ancient powers, begins serving a household of busty vampires! Yuuto must satisfy these women, and figure out the secret of the strange house.",Hiromi Akai|Motoko Kaiji|Tokihiko Amakasu|Yoriko Hadano|Daiki Iga|Masae Yamamoto,OVA,2.0,30.0,61,1430.0,ORIGINAL,JP,True,9.0,16.0,"[""Hentai"", ""Supernatural""]","[{""id"": 12488, ""isMain"": false, ""node"": {""id"": 206, ""name"": ""Digital Works"", ""isAnimationStudio"": false}}, {""id"": 12489, ""isMain"": false, ""node"": {""id"": 239, ""name"": ""Y.O.U.C"", ""isAnimationStudio"": false}}, {""id"": 12490, ""isMain"": false, ""node"": {""id"": 319, ""name"": ""MS Pictures"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,4
11033,"Natsuiro Egao de 1, 2, Jump!","Natsuiro Egao de 1, 2, Jump!","夏色えがおで1,2,Jump!","Third single for the anime-idol group, &micro;'s!",Riho Iida|Aya Uchida|Yurika Kubo|Sora Tokui|Pile|Suzuko Mimori|Aina Kusuda|Emi Nitta|Yoshino Nanjou,MUSIC,1.0,5.0,70,4978.0,OTHER,JP,False,8.0,24.0,"[""Music""]","[{""id"": 12491, ""isMain"": false, ""node"": {""id"": 14, ""name"": ""Sunrise"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
11043,Install Pilot,Install Pilot,印ストール,"Kamiyashiro Chikage was raised as a fighter of Shumisen, a secret society to seal mononke demons using special spirits called ""In"". When he was small, his father was killed by traitors to Shumisen and the trauma had made him withdraw into himself. Some years later, he gains the skill of ""In"" and is assigned an undercover mission to execute the traitors in the society.",,SPECIAL,1.0,12.0,47,312.0,ORIGINAL,JP,False,7.0,18.0,"[""Action"", ""Sci-Fi""]","[{""id"": 12492, ""isMain"": false, ""node"": {""id"": 406, ""name"": ""Asahi Production"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
11061,HUNTER×HUNTER (2011),Hunter x Hunter (2011),HUNTER×HUNTER (2011),"A new adaption of the manga of the same name by Togashi Yoshihiro.<br><br>
A Hunter is one who travels the world doing all sorts of dangerous tasks. From capturing criminals to searching deep within uncharted lands for any lost treasures. Gon is a young boy whose father disappeared long ago, being a Hunter. He believes if he could also follow his father's path, he could one day reunite with him.<br><br>
After becoming 12, Gon leaves his home and takes on the task of entering the Hunter exam, notorious for its low success rate and high probability of death to become an official Hunter. He befriends the revenge-driven Kurapika, the doctor-to-be Leorio and the rebellious ex-assassin Killua in the exam, with their friendship prevailing throughout the many trials and threats they come upon taking on the dangerous career of a Hunter.",Rikiya Koyama|Marc Diraison|Tobias Brecklinghaus|Cassiano Ávila|Marco Bassetti|Marcos Patiño|Suwiwat Watanapiriyaamorn|Mariya Ise|Won-Il Son|Cristina Vee|Esther Brandt|Danny Francucci|Pascale Chemin|Gabriel Martins|Verania Ortiz|Phennee Sasithanasophon|Nadya Dwi|Il Kim|Miyuki Sawashiro|Erika Harlacher|Ann Vielhaben|Roberta De Roberto|Rémi Caillebot|Vitor Mello|David Ramos|Kunlatida Pratumtip|Farida Ayu|Won-Hyeong Choi|Keiji Fujiwara|Matthew Mercer|Robert Steudtner|Emiliano Reggente|Martial Le Minoux|Wallace Raj|Miguel de León|Suparp Chaivisuttikul|Adith Permana|Megumi Han|In-Seong O|Erica Mendez|Luisa Wietzorek|Alessio Puccio|Jackie Berger|Pedro Volpato|Susana Moreno|Noppawan Haemabutra|Anissa Anggraeni|Daisuke Namikawa|Jae-Heon Jeong|Keith Silverstein|Bastian Sierich|Gabriele Vender|Jean-Marco Montalto|Dláigelles Silva|Gerardo Reyero|Apinan Teeranantakul|Amar Saifullah|Masaya Matsukaze|Seung-Jun Kim|Chris Hackney|Florian Hoffmann|Thiago Zambrano|Eduardo Martínez|Chainawat Siriwesh|Byas Diputra|Mamoru Miyano|Robbie Daymond|Louis Friedemann Thiele|Federico Di Pofi|Caio Guarnieri|Óscar López|Pattarawut Samutnavee|Hiroshi Ootake|Joseph Ochman|Peter Harting|Paolo Buglioni|Teo Bellia|Carlos Seidl|Jorge Roig|Kouichi Yamadera|Chris Tergliafera|Andreas Meese|Massimiliano Plinio|César Marchetti|Jorge Ornelas|Alessandro Imperador|Jack Hamzah|Kappei Yamaguchi|Scratch Fox|Dennis Saemann|Diego Becerril|Lucas Gama|Choo|Mario Hassert|Léo Caldas|Brandon Montor|Hidenobu Kiuchi|Edward Bosco|Peter Sura|Eduardo Fonseca|Ramon Campos|Shinya Hamazoe|Tony Oliver|Felix Mayer|Diego Lima|Nacho Rodríguez|Rena Maeda|Abby Trott|Birte Baumgardt|Sara Imbriani|Marina Santana|Valentina Souza|Naoya Uchida|Joe Thomas|Fritz Rott|Douglas Guedes|Toto Warsito|Dan Frausto|Noriko Hidaka|Griffin Burns|Maximilian Artajo|Marco Altini|Bruno Marçal|Carlos Siller|Miho Arakawa|Janice Kawaye|Alice Bauer|Michelle Giudice|Melissa Maccari|Pamela Cruz|KENN|David Vincent|Tim Moeseritz|Renato Soares|Giuliano Bonetto|Diego Estrada|Romi Park|Erica Lindbeck|Daniela Bette-Koch|Selvaggia Quattrini|Adriana Núñez|Melissa Lucena|Sharon Haring|Akio Ootsuka|Patrick Seitz|Wolfgang Wagner|Gianluca Machelli|Francisco Junior|Jorge Palafox|Takuma Suzuki|David Collins|Henrique Canales|Alex Villamar|Aya Hirano|Mi-Na Yun|Amanda Celine Miller|Fabienne Hesse|Alessandra Berardi|Carol Valença|Rossy Aguirre|Marissa Sudarpo|Mamiko Noto|Lauren Landa|Melinda Rachfahl|Giorgia Venditti|Carol Sodré|Mika Kanai|Yong-Sin Lee|Marieve Herington|Demet Fey|Michelle Zampieri|Amanda Hinojosa,TV,104.0,24.0,85,231528.9000000004,MANGA,JP,False,10.0,2.0,"[""Action"", ""Adventure"", ""Fantasy""]","[{""id"": 12495, ""isMain"": true, ""node"": {""id"": 11, ""name"": ""MADHOUSE"", ""isAnimationStudio"": true}}, {""id"": 12496, ""isMain"": false, ""node"": {""id"": 29, ""name"": ""VAP"", ""isAnimationStudio"": false}}, {""id"": 19716, ""isMain"": false, ""node"": {""id"": 119, ""name"": ""Viz Media"", ""isAnimationStudio"": false}}, {""id"": 28184, ""isMain"": false, ""node"": {""id"": 6620, ""name"": ""Nippon Television Network"", ""isAnimationStudio"": false}}, {""id"": 38669, ""isMain"": false, ""node"": {""id"": 6460, ""name"": ""Studio Live"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
11065,Shoukoujo THE ANIMATION,Shoukoujo THE ANIMATION,少交女 THE ANIMATION,"Based on the erotic game by Tanuki Soft.<br>
<br>
Kazuma returns home after a long absence and becomes a part-time home tutor to his younger sister and a few other girls. ",,OVA,2.0,30.0,62,2178.0,VISUAL_NOVEL,JP,True,10.0,28.0,"[""Hentai""]","[{""id"": 12497, ""isMain"": false, ""node"": {""id"": 45, ""name"": ""Pink Pineapple"", ""isAnimationStudio"": true}}, {""id"": 12498, ""isMain"": false, ""node"": {""id"": 405, ""name"": ""T-REX"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,おっぱいハート～彼女はケダモノ発情期ッ!?～,"Based on the erotic game by Bishop.<br>
<br>
Ryuya has an older sister, Miya.  He lives a peaceful school life with his friends.  But one day, he and his friends accidentally drink a medicine juice.  Once you drink it, you'll become sexually sensitive and get excited.  The breasts of the girls who drink it will get bigger and they will need to have sex to cool down.  Also, to make a vaccine, they will need to get pregnant.  Ryuya starts having sex with the girls to cool them down and make a vaccine.<br>
<br>
(Source: ErogeShop)",Yuri Takamura|Ringo Aoba|Kei Mizusawa|An Kasuga|Emi Motoi,OVA,2.0,30.0,62,1994.0,VISUAL_NOVEL,JP,True,10.0,28.0,"[""Hentai""]","[{""id"": 12499, ""isMain"": false, ""node"": {""id"": 801, ""name"": ""Nihikime no Dozeu"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,4
11069,Pikachu no Fushigi na Fushigi na Daibouken,Pikachu no Fushigi na Fushigi na Daibouken,ピカチュウのふしぎなふしぎな大冒険,"While being let out to play by their trainers, Pikachu and Piplup wind up separated from their Pok&eacute;mon friends and wind up travelling with a Skitty into a strange dimension, unknowingly followed by Croagunk, Team Rocket's Pok&eacute;mon and a Marill that's desperate to have someone hear her sing... <br><br>
(Source: Bulbapedia)",Ikue Ootani|Inuko Inuyama,SPECIAL,1.0,21.0,58,1751.0,VIDEO_GAME,JP,False,8.0,1.0,"[""Adventure"", ""Comedy"", ""Fantasy""]",[],False,False,0,0.0,0.0,2010,3
11077,HELLSING: THE DAWN,HELLSING: THE DAWN,HELLSING：THE DAWN,"It is September 1944 and World War II is raging in Europe. To get an advantage on the field, Nazis are experimenting with artificial vampire technologies, they are still far away from achieving their initial goal, but even the intermediate stages of such researches are possesing a great threat to The anti-German coalition. In an attempt to stop the Nazi project and to protect England and The Allies current head of the Hellsing House, Sir Arthur Hellsing, is sending his best agents&mdash;Walter C. Dornes and Alucard&mdash;into German-occupied Poland where monstrous experiments are being conducted.<br><br>
Hellsing: The Dawn Specials can be found on the bonus discs, bundled with Hellsing Ultimate Limited Edition volumes starting from volume 8.",Jouji Nakata|Romi Park|Nobuo Tobita|Hiroshi Naka|Daisuke Namikawa|Junichi Suwabe,SPECIAL,3.0,10.0,68,23690.0,MANGA,JP,False,7.0,27.0,"[""Action"", ""Horror"", ""Supernatural""]","[{""id"": 12506, ""isMain"": false, ""node"": {""id"": 102, ""name"": ""Funimation"", ""isAnimationStudio"": false}}, {""id"": 35439, ""isMain"": true, ""node"": {""id"": 894, ""name"": ""Graphinica"", ""isAnimationStudio"": true}}]",False,True,0,0.0,0.0,2011,3
11099,TIGER & BUNNY Pilot,Tiger & Bunny Pilot,TIGER & BUNNY （タイガー・アンド・バニー）,The pilot episode for Tiger &amp; Bunny released on the first DVD &amp; BD volume.,,SPECIAL,1.0,2.0,58,2710.0,ORIGINAL,JP,False,5.0,27.0,"[""Action"", ""Comedy""]","[{""id"": 12518, ""isMain"": false, ""node"": {""id"": 14, ""name"": ""Sunrise"", ""isAnimationStudio"": true}}]",False,True,0,0.0,0.0,2011,2
11103,Busou Shinki: Moon Angel,Busou Shinki: Moon Angel,武装神姫 Moon Angel,"The story follows the coming of age and Shinki battles of Tsubasa, a boy who dreams of becoming a Shinki Master, and his Shinki partner Arnval Mk. 2.
<br><br>
(Source: Anime News Network)",Kana Asumi|Minori Chihara|Ryouko Shiraishi|Tomokazu Sugita|Marina Inoue,ONA,10.0,5.0,62,3288.0,OTHER,JP,False,9.0,7.0,"[""Action"", ""Mecha"", ""Sci-Fi""]","[{""id"": 12520, ""isMain"": true, ""node"": {""id"": 120, ""name"": ""TNK"", ""isAnimationStudio"": true}}, {""id"": 12521, ""isMain"": true, ""node"": {""id"": 290, ""name"": ""Kinema Citrus"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
